_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
11,Child care,Education,Amherstburg,Stella Maris Catholic Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 73 child care spaces,Essex,Southwest,140 GIRARD ST,N9V 2X3,,2117517,,Yes,,,,42.11563,-83.10671
12,Child care,Education,Asphodel-Norwood,Norwood District Public Secondary School,Under construction,2022,Renovation of existing school,Renovation to accommodate 39 child care spaces,Peterborough,East,44 ELM ST,K0L 2V0,,3374309,,Yes,,Yes,,44.38282,-77.97247
13,Child care,Education,Assiginack,Assiginack Public Elementary School,Complete,Sep-18,Expansion of existing school,Addition to accommodate 15 child care spaces and 1 EarlyON room,Manitoulin,Northeast,134 MICHAELS BAY RD,P0P 1N0,,1310844,,Yes,,,,45.74619818,-81.81125655
14,Child care,Education,Aurora,Aurora Children's,Complete,Sep-20,Expansion of existing building,Addition to accommodate 127 community-based child care spaces,York,Central,210 BLOOMINGTON RD,L4G 0P9,,3000000,,Yes,,,,43.962218,-79.467054
15,Child care,Education,Aurora,Social Enterprise for Canada Aurora EarlyON,Complete,Sep-19,Expansion of existing building,Addition to accommodate 2 community-based EarlyON rooms,York,Central,40 ENGELHARD DRIVE,L4G 6X6,,300000,,Yes,,,,43.990408,-79.455347
16,Child care,Education,Aylmer,Assumption Catholic Elementary School,Under construction,2023,Renovation of existing school,Renovation to accommodate 49 child care spaces ,Elgin,Southwest,42 SOUTH ST E,N5H 1P6,,1770984,,Yes,,Yes,,42.77007,-80.98351
17,Child care,Education,Barrie,St. Monica's Catholic Elementary School,Planning,2023,Expansion of existing school,Addition to accommodate 39 child care spaces,Simcoe,Central,90 STEEL ST,L4M 2E9,,1028508,,Yes,,,,44.4026,-79.66589
18,Child care,Education,Barrie,École élémentaire publique La Source,Under construction,2022,Expansion of existing school,Addition to accommodate 39 child care spaces and 1 EarlyON room,Simcoe,Central,70 MADELAINE DR,L4N 9T2,,2843578,,Yes,,Yes,,44.35183,-79.64351
19,Child care,Education,Bracebridge,Macaulay Tree House,Complete,Sep-18,Expansion of existing building,Addition to accommodate 73 community-based child care spaces,Muskoka,Central,50 THE GRANITE BLUFF,P1L 1L4,,1926570,,Yes,,,,45.053205,-79.296459
20,Child care,Education,Bradford-West Gwillimbury,Chris Hadfield Public Elementary School,Complete,Sep-20,Expansion of existing school,Addition to accommodate 49 child care spaces,Simcoe,Central,211 WEST PARK AVE,L3Z 0B9,,1512510,,Yes,,,,44.10523,-79.58556
21,Child care,Education,Brampton,Hickory Wood Public Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 34 child care spaces,Peel,Central,630 RAY LAWSON BLVD,L6Y 4W8,,1326043,,Yes,,,,43.64629,-79.74281
22,Child care,Education,Brampton,Massey Public Elementary School,Under construction,2023,Renovation of existing school,Renovation to accommodate 49 child care spaces,Peel,Central,95 MASSEY ST,L6S 3A3,,1994793,,Yes,,,,43.73791,-79.74674
23,Child care,Education,Brampton,Worthington Public Elementary School,Complete,Dec-20,Renovation of existing school,Renovation to accommodate 49 child care spaces,Peel,Central,71 WORTHINGTON AVE,L7A 1N9,,1085961,,Yes,,,,43.68444,-79.81877
24,Child care,Education,Brampton,Shaw Public Elementary School,Under construction,Sep-23,Renovation of existing school,Renovation to accommodate 49 child care spaces,Peel,Central,10 FATHER TOBIN RD,L6R 3K2,,1536658,,Yes,,,,43.77533,-79.75133
25,Child care,Education,Brampton,Holy Spirit Catholic Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 73 child care spaces,Peel,Central,25 BLOOMSBURY AVE,L6P 1W9,,1512511,,Yes,,,,43.78429,-79.72915
26,Child care,Education,Brampton,école élémentaire publique Carrefour-des-jeunes,Under construction,2022,Expansion of existing school,Addition to accommodate 49 child care spaces and 1 EarlyON room,Peel,Central,375 CENTRE ST N,L6V 4N4,,3264680,,Yes,,Yes,,43.70714,-79.77187
27,Child care,Education,Brampton,Brampton Southwest Library,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Peel,Central,FINANCIAL DR,L6Y 0C1,,250000,,Yes,,,,43.636007,-79.779594
28,Child care,Education,Brampton,Brampton Northeast Supercentre,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 3 community-based EarlyON rooms,Peel,Central,11825 BRAMALEA RD,L6R 3S9,,750000,,Yes,,,,43.771651,-79.78051
29,Child care,Education,Brampton,Caledon East,Complete,Sep-20,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Peel,Central,6215 OLD CHURCH RD,L7C 1J7,,500000,,Yes,,,,43.873805,-79.860737
30,Child care,Education,Brampton,Earlsbridge Plaza,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Peel,Central,10-10 EARLSBRIDGE BLVD,L7A 3P1,,500000,,Yes,,,,43.702598,-79.829018
31,Child care,Education,Brampton,Fletcher's Meadow Plaza,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Peel,Central,31 WORTHINGTON AVE,L7A 2Y7,,750000,,Yes,,,,43.682982,-79.816638
32,Child care,Education,Brampton,Gore Meadows,Complete,Sep-20,Renovation of existing building,Renovation to accommodate 5 community-based EarlyON rooms,Peel,Central,10100 THE GORE RD,L6P 0A6,,1250000,,Yes,,,,43.792867,-79.692889
33,Child care,Education,Brampton,Inglewood Community,Complete,Sep-20,Expansion of existing building,Addition to accommodate 39 community-based child care spaces and 1 community-based EarlyON room,Peel,Central,15825 MCLAUGHLIN RD,L7C 1H4,,1500000,,Yes,,,,43.799717,-79.937213
34,Child care,Education,Brampton,Springdale,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Peel,Central,18-51 MOUNTAINASH RD,L6R 1W0,,500000,,Yes,,,,43.760426,-79.72755
35,Child care,Education,Brampton,YMCA Kennedy,Complete,Sep-18,Renovation of existing school,Addition and renovation to accommodate 15 community based child care spaces,Peel,Central,9996 KENNEDY RD N,L6V 4G3,,250000,,Yes,,,,43.714974,-79.776496
36,Child care,Education,Brampton,Holy Spirit Catholic Elementary School,Under construction,2022,Renovation of existing school,Renovation to accommodate 49 child care spaces,Peel,Central,25 BLOOMSBURY AVE,L6P 1W9,,1700591,,Yes,,,,43.78429,-79.72915
37,Child care,Education,Brampton,Agnes Taylor Public Elementary School,Planning,2022,Expansion of existing school,Addition to accommodate 73 child care spaces,Peel,Central,80 BEECH ST,L6V 1V6,,2139296,,Yes,,,,43.69775,-79.75727
38,Child care,Education,Brant County,Cobblestone Public Elementary School,Planning,2023,Expansion of existing school,Addition to accommodate 64 child care spaces,Brant,Southwest,179 GRANDVILLE CIR,N3L 0A9,,2224868,,Yes,,,,43.17941,-80.39452
39,Child care,Education,Brantford,Central Public Elementary School,Complete,Feb-20,Expansion of existing school,Addition to accommodate 64 child care spaces,Brant,Southwest,135 GEORGE ST,N3T 6B4,,2057016,,Yes,,,,43.14448,-80.2628
40,Child care,Education,Brantford,Our Lady of Providence Catholic Elementary School,Complete,Dec-21,Expansion of existing school,Addition to accommodate 49 child care spaces,Brant,Southwest,55 KENT RD,N3R 7X8,,1706554,,Yes,,,,43.17546,-80.28516
41,Child care,Education,Brantford,Banbury Heights Public Elementary School,Planning,2023,Expansion of existing school,Addition to accommodate 64 child care spaces,Brant,Southwest,141 BANBURY RD,N3P 1E3,,2182082,,Yes,,,,43.18925,-80.23675
42,Child care,Education,Brantford,école élémentaire catholique Sainte-Marguerite-Bourgeoys,Planning,2022,Expansion of existing school,Addition to accommodate 24 child care spaces,Brant,Southwest,60 CLENCH AVE,N3T 1B8,,545521,,Yes,,,,43.1249,-80.26937
43,Child care,Education,Brighton,Brighton Public Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 10 child care spaces,Northumberland,East,24 ELIZABETH ST,K0K 1H0,,1186906,,Yes,,Yes,,44.04299,-77.73277
44,Child care,Education,Brock,McCaskill's Mills Public Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 10 child care spaces,Durham,Central,85 ALBERT ST,L0E 1E0,,504171,,Yes,,,,44.34684,-79.04541
45,Child care,Education,Brock,Sunderland Public Elementary School,Planning,2023,Expansion of existing school,Addition to accommodate 49 child care spaces,Durham,Central,41 ALBERT ST,L0C 1H0,,1604472,,Yes,,,,44.25988,-79.06553
46,Child care,Education,Brockton,St. Teresa of Calcutta Catholic Elementary School,Complete,Nov-20,Expansion of existing school,Addition to accommodate 39 child care spaces,Bruce,Southwest,81 HWY 9 RR 3,N0G 2V0,,1628489,,Yes,,,,44.11552,-81.14783
47,Child care,Education,Burk's Falls,Land of Lakes Senior Public Elementary School,Complete,Sep-18,Expansion of existing school,Addition to accommodate 1 EarlyON room,Parry Sound,Northeast,92 ONTARIO ST,P0A 1C0,,563923,,Yes,,,,45.61517,-79.40577
48,Child care,Education,Burlington,Brant Hills Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 48 child care spaces,Halton,Central,2330 DUNCASTER DR,L7P 4S6,,771381,,Yes,,,,43.36496,-79.84575
49,Child care,Education,Burlington,Frontenac Public Elementary School,Under construction,2021,Renovation of existing school,Renovation to accommodate 39 child care spaces,Halton,Central,5140 PINEDALE AVE,L7L 3V4,,2367026,,Yes,,Yes,,43.37414,-79.75294
50,Child care,Education,Burlington,East Plains Co-operative,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 73 community based child care spaces,Halton,Central,375 PLAINS RD E,L7T 2C7,,460000,,Yes,,,,43.316149,-79.841066
51,Child care,Education,Burlington,ROCK,Complete,Sep-20,Expansion of existing building,Addition to accommodate 1 community-based EarlyON room,Halton,Central,710 CUMBERLAND AVE,L7N 3M9,,510000,,Yes,,,,43.352103,-79.787111
52,Child care,Education,Burlington,école élémentaire publique Renaissance,Planning,2022,Expansion of existing school,Addition to accommodate 49 child care spaces,Halton,Central,1226 LOCKHART RD,L7S 1H1,,1636562,,Yes,,,,43.32084,-79.80753
53,Child care,Education,Caledon,Caledon Central Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 39 child care spaces,Peel,Central,18357 KENNEDY RD,L7K 1Y7,,1342888,,Yes,,Yes,,43.87111,-79.98329
54,Child care,Education,Caledon,Palgrave Public Elementary School,Complete,Nov-20,Renovation of existing school,Renovation to accommodate 49 child care spaces,Peel,Central,8962 PATTERSON SIDEROAD,L7E 0L2,,929963,,Yes,,,,43.9473435,-79.8330385
55,Child care,Education,Cambridge,Cambridge Family Early Years & EarlyON,Complete,Sep-20,Renovation of existing building,Renovation to accommodate 3 community-based EarlyON rooms,Waterloo,Southwest,73 WATER ST N,N1R 7L6,,250000,,Yes,,,,43.361395,-80.314521
56,Child care,Education,Cambridge,Saginaw Public Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 88 child care spaces,Waterloo,Southwest,740 SAGINAW PKY,N1T 1V6,,3903649,,Yes,,,,43.39369,-80.27894
57,Child care,Education,Carleton Place,Carleton Place Child Care,Complete,Sep-18,Expansion of existing building,Addition and renovation to accommodate 91 community-based child care spaces,Lanark,East,3 FRANCIS ST,K7C 0C1,,2915000,,Yes,,,,45.143689,-76.135081
58,Child care,Education,Casselman,Centre pour l'enfant et la famille ON y va,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Prescott and Russell,East,676-A PRINCIPALE,K0A 1M0,,260000,,Yes,,,,45.309809,-75.083765
59,Child care,Education,Cavan-Monaghan,Crestwood Public Secondary School,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 25 child care spaces,Peterborough,East,1885 SHERBROOKE ST W,K9J 0E5,,519296,,Yes,,,,44.28665,-78.38159
60,Child care,Education,Central Frontenac,Outreach in North Frontenac,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Frontenac,East,ARDEN RD,K0H 1B0,,50000,,Yes,,,,44.720477,-76.923902
61,Child care,Education,Central Manitoulin,Central Manitoulin Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 15 child care spaces,Manitoulin,Northeast,56 YONGE ST,P0P 1S0,,1030422,,Yes,,Yes,,45.7297,-82.16658
62,Child care,Education,Centre Wellington,Wellington Place Early Learning & Child Care,Complete,Sep-19,Expansion of existing building,Addition to accommodate 64 community-based child care spaces,Wellington,Southwest,536 WELLINGTON RD 18,N1M 2W3,,2080000,,Yes,,,,43.693394,-80.399479
63,Child care,Education,Champlain,École élémentaire catholique Saint-Grégoire,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 39 child care spaces,Prescott and Russell,East,50 HOME ST,K0B 1R0,,504461,,Yes,,Yes,,45.52153,-74.64891
64,Child care,Education,Chatham-Kent,Indian Creek Road Public Elementary School,Complete,Mar-20,Expansion of existing school,Addition to accommodate 49 child care spaces,Chatham-Kent,Southwest,511 INDIAN CREEK RD W,N7M 0P5,,2935615,,Yes,,Yes,,42.37852,-82.18144
65,Child care,Education,Chatham-Kent,Ska:na Family Learning Centre Chatham,Complete,Sep-19,Expansion of existing building,Addition and renovation to accommodate 49 community-based child care spaces,Chatham-Kent,Southwest,25 MCNAUGHTON AVE E,N7L 5L8,,1560000,,Yes,,,,42.415832,-82.199229
66,Child care,Education,Chatham-Kent,Ska:na Family Learning Centre Wallaceburg,Complete,Sep-19,Expansion of existing building,Addition and renovation to accommodate 49 community-based child care spaces,Chatham-Kent,Southwest,BASE LINE,N8A 1A1,,1560000,,Yes,,,,42.579966,-82.3833
67,Child care,Education,Chatham-Kent,May Court Child Care,Complete,Sep-18,Expansion of existing building,Addition and renovation to accommodate 73 community-based child care spaces,Chatham-Kent,Southwest,275 MCNAUGHTON AVE W,N7L 1R8,,1300000,,Yes,,,,42.408481,-82.209633
68,Child care,Education,Clarence-Rockland,Rockland Public Elementary School,Complete,Jan-20,Renovation of existing school,Renovation to accommodate 39 child care spaces,Prescott and Russell,East,999 GIROUX ST,K4K 1C2,,786506,,Yes,,,,45.54567,-75.2867
69,Child care,Education,Clarence-Rockland,École élémentaire catholique Sacré-Cœur,Under construction,2022,Renovation of existing school,Renovation to accommodate 15 child care spaces,Prescott and Russell,East,2233 DOLLARD ST,K0A 1E0,,375315,,Yes,,Yes,,45.43703,-75.15782
70,Child care,Education,Clarence-Rockland,Centre pour l'enfant et la famille ON y va,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Prescott and Russell,East,2303 ST JACQUES ST,K4K 1K4,,520000,,Yes,,,,45.537884,-75.296526
71,Child care,Education,Clarington,John M James Public Elementary School,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 25 child care spaces,Durham,Central,175 MEARNS AVE,L1C 5C6,,519296,,Yes,,,,43.92419,-78.6741
72,Child care,Education,Cochrane,Cochrane Child Care Centre,Complete,Sep-18,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Cochrane,Northeast,435 TENTH AVE,P0L 1C0,,800000,,Yes,,,,49.069757,-81.019783
73,Child care,Education,Cornwall,École élémentaire catholique Marie-Tanguay,Under construction,2022,Expansion of existing school,Addition to accommodate 10 child care spaces,"Stormont, Dundas and Glengarry",East,1500 HOLY CROSS BLVD,K6H 2X1,,608536,,Yes,,,,45.03619,-74.69659
74,Child care,Education,Dryden,New Prospect Public Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 31 child care spaces,Kenora,Northwest,289 WICE RD,P8N 3H6,,806672,,Yes,,,,49.79332,-92.83751
75,Child care,Education,Dryden,Open Roads Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 24 child care spaces,Kenora,Northwest,20 DAVIS ST,P8N 1R4,,294695,,Yes,,,,49.7736,-92.84046
76,Child care,Education,Dryden,Dryden Children's Resource/EarlyON Dryden,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 40 community-based child care spaces and 1 community-based EarlyON room,Kenora,Northwest,113 ALBERT ST,P8N J1 ,,400000,,Yes,,,,49.781206,-92.833528
77,Child care,Education,Emo,Donald Young Public Elementary School,Complete,Sep-21,Expansion of existing school,Addition to accommodate 49 child care spaces,Rainy River,Northwest,9024 HIGHWAY 602,P0W 1E0,,3016680,,Yes,,Yes,,48.6308,-93.8302
78,Child care,Education,Erin,Erin Public Elementary School,Complete,Dec-18,Renovation of existing school,Renovation to accommodate 49 child care spaces and 1 EarlyON room,Wellington,Southwest,185 DANIEL ST SS 1,N0B 1T0,,1277049,,Yes,,,,43.77489,-80.06759
79,Child care,Education,Essex,Essex Public Elementary School,Complete,Jan-21,Expansion of existing school,Addition to accommodate 122 child care spaces,Essex,Southwest,72 BRIEN AVE E,N8M 2N8,,3705654,,Yes,,,,42.17306,-82.8154905
80,Child care,Education,Fort Erie,Child and Family,Complete,Sep-18,Expansion of existing building,Addition to accommodate 2 community-based EarlyON rooms,Niagara,Central,796 BUFFALO RD,L2A 5H2,,1020000,,Yes,,,,42.896145,-78.969751
81,Child care,Education,Fort Erie,Under the Rainbow Child Care Services,Complete,Sep-18,Expansion of existing building,Addition to accommodate 72 community-based child care spaces,Niagara,Central,748 BUFFALO RD,L2A 5H2,,1535000,,Yes,,,,42.896145,-78.969751
82,Child care,Education,Fort Frances,Robert Moore Public Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 49 child care spaces,Rainy River,Northwest,528 SECOND ST E,P9A 1N4,,1210009,,Yes,,,,48.61346,-93.38707
83,Child care,Education,Fort Frances,United Native Friendship,Complete,Sep-20,Expansion of existing building,Addition to accommodate 49 community-based child care spaces,Rainy River,Northwest,SCOTT ST,P9A 3N1,,2800000,,Yes,,,,48.609812,-93.395558
84,Child care,Education,Gananoque,St. Joseph Catholic Elementary School,Complete,Sep-21,Expansion of existing school,Addition to accommodate 49 child care spaces,Leeds and Grenville,East,235 GEORGIANA ST,K7G 1M9,,2323773,,Yes,,Yes,,44.33423,-76.16338
85,Child care,Education,Gravenhurst,Gravenhurst Public Elementary School,Planning,2023,Expansion of existing school,Addition to accommodate 73 child care spaces,Muskoka,Central,301 MARY ST S,P1P 1X6,,1663763,,Yes,,,,44.91805,-79.37719
86,Child care,Education,Gravenhurst,Gravenhurst Integrated Child Care & EarlyON,Complete,Sep-18,Renovation of existing building,Addition and renovation to accommodate 15 community-based child care spaces and 1 community-based EarlyON room,Muskoka,Central,180 BROCK ST,P1P 1X2,,519770,,Yes,,,,44.920341,-79.372944
87,Child care,Education,Greater Napanee,The Prince Charles Public Elementary School,Complete,Sep-17,Renovation of existing school,Renovation to accommodate 16 child care spaces,Lennox and Addington,East,75 GRAHAM ST W,K7R 2J9,,264690,,Yes,,,,44.24969,-76.95716
88,Child care,Education,Greater Sudbury,Garderie Place des Arts,Complete,Sep-20,Expansion of existing building,Addition to accommodate 15 community-based child care spaces,Sudbury,Northeast,ELGIN ST,P3E 3M9,,750000,,Yes,,,,46.490337,-80.995509
89,Child care,Education,Greenstone,BA Parker Public Elementary School,Complete,Sep-21,Renovation of existing school,Renovation to accommodate 49 child care spaces and 1 EarlyON room,Thunder Bay,Northwest,500 SECOND ST W,P0T 1M0,,5206495,,Yes,,Yes,,49.72166,-86.95543
90,Child care,Education,Grimsby,Kidzdome,Complete,Sep-19,Expansion of existing building,Addition and renovation to accommodate 78 community-based child care spaces,Niagara,Central,118 MAIN ST E,L3M 1N8,,1802500,,Yes,,,,43.189369,-79.549795
91,Child care,Education,Grimsby,Lakeview Public Elementary School,Planning,Sep-23,Expansion of existing school,Addition to accommodate 88 child care spaces,Niagara,Central,33 OLIVE ST,L3M 2B9,,2754344,,Yes,,,,43.201,-79.56159
92,Child care,Education,Guelph,St. Patrick Catholic Elementary School,Planning,2022,Expansion of existing school,Addition to accommodate 64 child care spaces,Wellington,Southwest,391 VICTORIA RD N,N1E 5J9,,2139296,,Yes,,,,43.57657,-80.25778
93,Child care,Education,Guelph-Eramosa,Sacred Heart Catholic Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 49 child care spaces and 2 EarlyON rooms,Wellington,Southwest,5146 7 HWY RR 4,N0B 2K0,,3261933,,Yes,,Yes,,43.62408,-80.15174
94,Child care,Education,Haldimand County,Hagersville Public Secondary School,Complete,Nov-20,Expansion of existing school,Addition to accommodate 49 child care spaces,Haldimand-Norfolk,Southwest,70 PARKVIEW RD,N0A 1H0,,786506,,Yes,,,,42.95759,-80.04511
95,Child care,Education,Haldimand County,Notre Dame Catholic Elementary School,Complete,Sep-17,Renovation of existing school,Renovation to accommodate 2 EarlyON rooms,Haldimand-Norfolk,Southwest,35 BRAEMAR AVE,N3W 2M5,,40735,,Yes,,,,43.06181,-79.96379
96,Child care,Education,Halton Hills,Halton Hills Child Care,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 25 community based child care spaces,Halton,Central,60 PARK AVE,L7G 4Y9,,510000,,Yes,,,,43.649717,-79.92395
97,Child care,Education,Hamilton,St. Gabriel Catholic Elementary School,Complete,Sep-18,Expansion of existing school,Addition to accommodate 73 child care spaces,Hamilton,Central,1361 BARTON ST,L8E 5L1,,2670102,,Yes,,,,43.21128,-79.64313
98,Child care,Education,Hamilton,Bennetto Public Elementary School,Complete,Sep-21,Renovation of existing school,Renovation to accommodate 49 child care spaces,Hamilton,Central,47 SIMCOE ST E,L8L 3N2,,1851431,,Yes,,Yes,,43.26784,-79.86202
99,Child care,Education,Hamilton,Dr. J Edgar Davey Public Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 49 child care spaces,Hamilton,Central,99 FERGUSON AVE N,L8R 1L6,,1021381,,Yes,,,,43.2577016,-79.8604361
100,Child care,Education,Hamilton,Bellmoore  Public Elementary School,Complete,Jan-21,Expansion of existing school,Addition to accommodate 49 child care spaces,Hamilton,Central,35 PUMPKIN PASS,L0R 1C0,,1832545,,Yes,,,,43.125831,-79.8115922
101,Child care,Education,Hamilton,St. Augustine Catholic Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 63 child care spaces,Hamilton,Central,25 ALMA ST,L9H 2C9,,1285635,,Yes,,,,43.27093,-79.9557
102,Child care,Education,Hamilton,St. Thomas the Apostle  Catholic Elementary School,Complete,Mar-20,Expansion of existing school,Addition and renovation to accommodate 49 child care spaces,Hamilton,Central,170 SKINNER RD,L0R 2H7,,1542762,,Yes,,,,43.33907842,-79.87700107
103,Child care,Education,Hamilton,École élémentaire catholique Notre-Dame,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 10 child care spaces,Hamilton,Central,400 CUMBERLAND AVE,L8M 2A2,,257127,,Yes,,Yes,,43.2419,-79.8361
104,Child care,Education,Hamilton,Biindigen Community HUB,Complete,Sep-20,Expansion of existing building,Addition to accommodate 3 community-based EarlyON rooms,Hamilton,Central,785 BRITANNIA AVE,L8H 2B6,,510000,,Yes,,,,43.23949,-79.781398
105,Child care,Education,Hamilton,King George ,Complete,Sep-19,Expansion of existing building,Addition to accommodate 3 community-based EarlyON rooms,Hamilton,Central,77 GAGE AVE N,L8L 6Z8,,2040000,,Yes,,,,43.251328,-79.827643
106,Child care,Education,Hamilton,Riverdale Community HUB ,Complete,Sep-20,Expansion of existing building,Addition to accommodate 49 community-based child care spaces and 3 community-based EarlyON rooms,Hamilton,Central,150 VIOLET DR,L8E 6B4,,2040000,,Yes,,,,43.232829,-79.757515
107,Child care,Education,Hamilton,St. Thomas the Apostle Catholic Elementary School,Under construction,2023,Expansion of existing school,Addition to accommodate 49 child care spaces,Hamilton,Central,170 SKINNER RD,L0R 2H7,,2437533,,Yes,,,,43.33907842,-79.87700107
108,Child care,Education,Hamilton,école élémentaire publique Pavillon de la jeunesse,Planning,2022,Expansion of existing school,Addition to accommodate 49 child care spaces,Hamilton,Central,105 HIGH ST,L8T 3Z4,,1636562,,Yes,,,,43.22656,-79.82413
109,Child care,Education,Havelock-Belmont-Methuen,Havelock-Belmont Public Elementary School,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 39 child care spaces,Peterborough,East,5 MATHISON ST E,K0L 1Z0,,827457,,Yes,,,,44.43647,-77.87936
110,Child care,Education,Hawkesbury,Centre pour l'enfant et la famille ON y va,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Prescott and Russell,East,878-880 JAMES ST,K6A 2W7,,520000,,Yes,,,,45.601625,-74.617772
111,Child care,Education,Huntsville,St. Mary's Catholic Elementary School,Under construction,2023,Expansion of existing school,Addition to accommodate 39 child care spaces,Muskoka,Central,36 SILVERWOOD DR,P1H 1N1,,1159591,,Yes,,,,45.32988,-79.23415
112,Child care,Education,Ignace,Ignace Public Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 15 child care spaces,Kenora,Northwest,194 DAVEY LAKE RD,P0T 1T0,,909201,,Yes,,,,49.40932797,-91.66086208
113,Child care,Education,Kapuskasing,École élémentaire catholique Jacques-Cartier,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 10 child care spaces,Cochrane,Northeast,8 BRUNELLE RD S,P5N 2T2,,403337,,Yes,,,,49.40793,-82.40249
