index,Education investment in area,Transportation investment in area,Colleges/Universities investment in area,Health investment in area,Other investment in area
72625,0,0,0,0,0
72626,0,0,0,0,0
72627,2098027,0,0,0,0
72628,0,0,0,0,0
72629,0,0,0,0,0
72630,0,0,0,0,0
72631,0,0,0,0,0
72632,2098027,0,0,0,0
72633,0,0,0,0,0
72634,0,0,0,0,0
72635,0,0,0,0,0
72636,1573027,0,289720000,0,0
72637,1573027,0,289720000,0,0
72638,0,0,0,0,0
72639,0,0,0,0,0
72640,0,0,0,0,0
72641,0,0,0,0,0
72642,0,0,0,0,0
72643,0,0,0,0,0
72644,0,0,0,0,0
72645,0,0,0,0,0
72646,0,0,0,0,0
72647,0,0,0,0,0
72648,0,0,0,0,0
72649,0,0,0,0,0
72650,0,0,0,0,0
72651,0,0,0,0,0
72652,510000,0,0,0,13800
72653,0,0,0,0,0
72654,0,0,0,0,0
72655,0,0,0,0,0
72656,0,0,0,0,0
72657,0,0,0,0,0
72658,0,0,0,0,13800
72659,0,0,0,0,0
72660,510000,0,0,0,13800
72661,0,0,0,0,0
72662,0,0,0,0,13800
72663,0,0,0,0,0
72664,510000,0,0,0,13800
72665,0,0,0,0,0
72666,510000,0,0,0,13800
72667,0,0,0,0,0
72668,0,0,0,0,0
72669,0,0,0,0,0
72670,510000,0,0,0,13800
72671,0,0,0,0,0
72672,0,0,0,0,0
72673,0,0,0,0,0
72674,0,0,0,0,0
72675,0,0,0,0,0
72676,0,0,0,0,33200
72677,0,0,0,0,0
72678,0,0,0,0,0
72679,0,0,0,0,0
72680,0,0,0,0,0
72681,0,0,0,0,0
72682,0,0,0,0,33200
72683,0,0,0,0,0
72684,26802302,0,0,0,0
72685,12594672,0,0,0,0
72686,0,0,0,0,0
72687,0,0,0,0,14300
72688,3980731,0,0,0,0
72689,0,0,0,0,0
72690,0,0,0,0,0
72691,0,0,0,0,33200
72692,0,0,0,0,0
72693,0,0,0,0,0
72694,0,0,0,0,0
72695,0,0,0,0,0
72696,0,0,0,0,0
72697,0,0,0,0,0
72698,0,0,0,0,0
72699,0,0,0,0,0
72700,0,0,0,0,0
72701,0,0,0,0,0
72702,0,0,0,0,0
72703,0,0,0,0,0
72704,0,0,0,0,0
72708,6002898,0,0,128149017,0
72709,8617981,0,0,657766500,0
72710,0,0,0,0,0
72711,49406616,0,0,73001867,0
72712,0,0,0,0,0
72713,11083169,0,0,0,0
72716,0,0,0,0,0
72717,0,0,0,0,0
72718,0,0,0,0,0
72719,0,0,0,0,0
72720,12594672,0,0,0,0
72721,0,0,0,0,0
72723,0,0,0,0,0
72724,0,0,0,0,0
72725,0,0,0,0,0
72727,7662045,0,0,103692217,0
72728,0,0,0,0,0
72729,0,0,0,0,0
72730,0,0,0,0,0
72731,0,0,0,0,0
72735,0,0,0,14731900,0
72736,727311,0,0,0,0
72737,0,0,0,0,0
72741,37963612,0,0,0,0
72742,727311,0,0,0,0
72744,37963612,0,0,0,0
72745,0,0,0,0,0
72746,0,0,0,0,0
72748,0,0,0,0,0
72750,0,0,143713343,73001867,724141969
72751,0,0,0,0,0
72752,13664943,0,0,103692217,0
72757,0,0,0,0,0
72758,0,0,0,0,0
72759,0,0,0,0,0
72762,779556,0,0,633309700,0
72763,0,0,0,0,0
72766,0,0,0,0,0
72769,0,0,115100000,0,712865000
72770,7560148,0,0,0,0
72771,1044187,0,0,0,0
72772,727311,0,0,0,0
72774,0,0,0,0,0
72775,0,0,115100000,44403300,712865000
72776,0,0,0,0,0
72777,0,0,0,0,0
72779,0,0,0,0,0
72783,23587058,0,0,0,547200
72784,0,0,0,0,0
72785,3980731,0,0,0,0
72786,0,0,0,0,0
72787,0,0,0,0,0
72788,0,0,0,0,0
72789,0,0,0,0,0
72790,0,0,0,0,0
72791,0,0,0,0,0
72792,0,0,0,0,0
72794,0,0,0,0,0
72796,0,0,0,0,0
72799,0,0,0,0,0
72800,23587058,0,0,0,0
72803,0,0,0,0,0
72804,0,0,0,0,0
72806,0,0,0,0,0
72808,0,0,0,0,0
72809,2040000,0,0,40000000,0
72811,0,0,0,0,0
72813,0,0,0,0,0
72815,0,0,0,0,0
72818,2550000,0,0,0,0
72819,23587058,0,0,0,547200
72820,0,0,0,0,0
72821,0,0,0,0,0
72822,0,0,0,0,0
72823,2550000,0,0,40000000,0
72824,0,0,0,0,0
72826,0,0,0,0,0
72827,3406063,0,0,0,0
72828,3980731,0,0,0,0
72831,0,0,0,0,0
72832,7129121,0,0,0,0
72833,0,0,0,0,0
72834,0,0,0,0,0
72835,0,0,0,0,0
72836,0,0,0,0,0
72839,0,0,0,0,0
72841,0,15980000,651000,0,337500
72842,0,0,651000,0,0
72843,3032638,0,0,73001867,0
72845,5762504,0,0,0,8850000
72848,0,15980000,651000,0,337500
72849,255000,0,0,0,0
72850,0,0,0,0,0
72851,255000,0,0,0,0
72852,0,0,0,0,0
72853,254556,0,0,0,0
72854,0,0,0,0,0
72855,0,0,0,0,0
72856,0,0,0,0,0
72857,0,0,0,0,0
72858,0,0,0,0,0
72860,0,0,0,0,0
72861,0,0,0,0,0
72862,5762504,0,0,0,0
72863,5762504,0,0,0,0
72864,0,0,0,0,0
72865,0,0,0,0,0
72866,0,0,0,0,0
72867,0,0,0,0,3521175
72868,0,0,651000,0,0
72869,0,0,74700000,358320300,0
72870,510000,0,0,0,13800
72871,0,0,0,0,0
72872,0,0,0,0,0
72873,0,0,0,0,0
72874,0,0,0,0,0
72875,0,0,0,0,0
72876,0,0,0,0,33200
72877,0,0,0,0,0
72878,0,0,0,0,0
72879,0,0,0,0,0
72881,510000,0,0,0,597570
72882,0,0,0,0,33200
72883,0,0,0,0,33200
72884,0,0,0,0,33200
72885,0,25895000,0,0,36681000
72886,0,0,0,0,0
72887,0,0,0,0,0
72888,0,0,0,0,0
72889,0,0,0,0,0
72890,0,0,0,0,0
72891,0,0,0,0,0
72892,0,0,0,0,0
72893,0,0,0,14731900,0
72894,0,0,0,0,0
72895,0,0,0,0,0
72896,0,0,0,0,0
72897,510000,0,0,0,0
72898,0,0,0,0,33200
72900,0,0,0,0,0
72901,0,0,0,0,0
72902,0,0,0,0,0
72904,0,0,0,0,7653250
72905,0,0,0,0,0
72906,0,0,0,0,33200
72907,0,0,0,0,547200
72909,0,0,0,0,0
72910,0,0,0,0,0
72911,0,0,0,0,0
72912,0,0,0,0,0
72913,510000,0,0,0,0
72914,0,0,0,0,0
72915,0,0,0,0,0
72917,0,0,0,0,0
72918,0,0,0,0,0
72919,0,0,0,0,0
72920,0,0,0,0,0
72921,0,0,0,0,0
72922,0,0,0,0,0
72923,0,0,0,0,0
72924,0,0,0,0,0
72925,0,0,0,0,0
72926,0,0,0,0,0
72927,0,0,0,0,0
72928,0,0,0,0,0
72929,0,0,0,0,0
72930,13791511,0,0,0,22300
72931,3406063,0,0,0,0
72932,6428669,0,0,0,0
72933,0,0,0,0,0
72934,0,0,0,0,0
72935,0,0,0,0,0
72936,0,0,0,0,0
72937,0,0,0,0,0
72938,0,0,0,0,0
72939,0,0,0,0,0
72940,13791511,0,0,0,0
72941,0,0,0,0,0
72942,0,0,0,0,0
72943,13791511,0,0,0,22300
72944,0,0,0,0,0
72945,0,0,0,0,0
72946,0,0,0,0,0
72947,5408669,0,0,0,0
72948,3980731,0,0,0,0
72949,0,0,0,0,0
72950,0,0,0,0,0
72952,0,0,0,0,0
72953,0,0,0,0,0
72954,0,0,0,0,0
72955,0,0,0,0,0
72956,0,0,0,0,0
72957,0,0,0,0,0
72958,510000,0,0,0,0
72959,0,0,0,0,0
72960,0,0,0,0,0
72961,4555279,0,0,0,0
72962,0,0,0,0,0
72963,0,0,0,0,0
72964,0,0,0,0,0
72965,0,0,0,0,0
72966,0,0,0,0,0
72967,0,0,0,0,0
72968,23587058,0,0,0,547200
72969,0,0,0,0,0
72970,5854121,0,0,0,0
72971,0,0,0,0,22300
72972,0,0,0,0,0
72973,0,0,0,0,0
72974,0,0,0,0,0
72975,0,0,0,0,0
72976,0,0,0,0,0
72977,0,0,0,0,0
72978,0,0,0,0,0
72979,0,0,0,0,0
72981,0,0,0,0,0
72982,0,0,0,0,0
72983,0,0,0,0,0
72984,0,0,0,0,0
72986,0,0,0,0,0
72987,2261844,0,0,0,0
72988,5762504,0,0,0,8850000
72989,18357176,0,0,0,0
72990,2261844,0,0,0,0
72991,0,0,0,0,0
72992,18357176,0,0,0,0
72993,0,0,0,0,0
72994,0,0,0,0,0
72995,0,0,0,0,0
72996,0,0,0,0,0
72997,0,0,0,0,0
72998,0,0,0,0,0
72999,0,0,0,0,7644450
73000,8567310,0,0,0,0
73001,0,0,0,0,0
73002,0,0,0,0,0
73003,0,0,0,0,0
73004,8057310,0,0,0,0
73005,0,0,0,0,0
73006,0,0,0,0,0
73007,0,0,0,0,0
73008,0,0,0,0,0
73009,0,0,0,0,0
73010,0,0,0,0,0
73011,0,0,0,0,0
73012,0,0,0,0,0
73013,0,0,0,0,0
73014,0,0,0,0,0
73015,16767310,0,0,0,0
73016,0,0,0,0,0
73017,0,0,0,0,0
73018,0,0,0,0,0
73019,0,0,0,0,0
73020,0,0,0,0,0
73021,0,0,0,0,0
73022,8567310,0,0,0,0
73023,0,0,0,0,0
73024,0,0,0,0,0
73025,0,0,0,0,0
73026,7560148,0,0,0,0
73027,7560148,0,0,0,0
73028,0,0,0,0,0
73029,7560148,0,0,0,0
73030,0,0,0,0,0
73031,0,0,0,0,0
73032,7560148,0,0,0,0
73033,0,0,0,0,0
73034,7560148,0,0,0,0
73035,0,0,0,0,0
73036,7560148,0,0,0,0
73037,0,0,0,0,0
73038,6515961,0,0,0,0
73039,0,0,0,0,0
73040,0,0,0,0,0
73041,0,0,0,0,0
73042,0,0,0,0,0
73043,0,0,0,0,0
73044,0,73000000,0,0,0
73045,0,0,0,0,0
73046,0,0,0,0,0
73047,0,0,0,0,0
73048,0,0,0,0,0
73049,0,0,0,0,0
73050,0,0,0,0,0
73051,8057310,0,0,0,0
73052,50082480,0,0,0,0
73053,0,0,0,0,0
73054,12445827,0,0,0,0
73055,12445827,0,0,0,0
73056,0,0,0,0,0
73057,0,0,0,0,0
73058,0,20743000,0,0,0
73059,0,0,0,0,0
73060,0,20743000,0,0,0
73061,0,0,0,0,0
73062,0,0,0,0,0
73063,0,0,0,0,0
73064,0,0,0,0,0
73065,0,116900000,0,0,0
73066,0,0,0,0,0
73067,13549598,0,0,0,0
73068,0,0,0,0,0
73069,0,0,0,0,0
73071,0,0,0,0,0
73072,30519320,0,0,0,0
73073,0,0,0,0,0
73074,0,0,0,0,0
73075,21086846,0,0,0,0
73076,0,0,0,0,0
73078,0,0,0,0,0
73079,0,0,0,0,0
73080,0,0,0,0,0
73081,0,0,0,0,0
73082,62528307,0,0,0,0
73083,0,0,0,0,0
73084,0,0,0,0,0
73085,0,0,0,0,0
73086,40650006,0,0,0,0
73087,0,0,0,0,0
73088,50082480,0,0,0,0
73089,30519320,0,0,0,0
73091,19563160,0,0,0,0
73092,0,0,0,0,0
73093,0,0,0,0,0
73094,41160006,0,0,0,0
73095,50082480,0,0,0,0
73096,0,0,0,0,0
73097,6265398,0,0,128149017,0
73098,0,0,0,0,0
73099,0,0,0,0,0
73100,0,0,0,0,0
73101,0,0,0,0,0
73102,0,0,0,0,0
73103,0,0,0,0,0
73104,0,0,0,0,0
73105,0,0,0,0,0
73106,0,0,0,0,0
73107,0,0,0,0,0
73108,0,0,0,0,0
73109,0,0,0,0,0
73110,0,0,0,0,0
73111,0,0,0,0,0
73112,0,0,0,0,0
73113,0,0,0,0,0
73114,0,0,0,0,0
73115,0,0,0,0,0
73116,0,0,0,0,0
73117,0,0,0,0,0
73118,0,0,0,0,0
73119,22982072,0,0,0,0
73120,0,0,0,0,0
73121,0,0,0,0,0
73122,0,0,0,0,0
73123,13549598,0,0,0,0
73124,0,0,0,0,0
73125,0,0,0,0,0
73126,0,0,0,0,0
73127,0,0,0,0,0
73128,0,0,0,0,0
73129,0,0,0,0,0
73130,0,0,0,0,0
73131,0,0,0,0,0
73132,0,0,0,0,0
73133,8191423,0,0,0,0
73134,510000,0,0,0,0
73135,18745214,0,0,0,0
73136,18745214,0,0,0,0
73137,8191423,0,0,0,0
73138,18745214,0,0,0,0
73139,0,0,0,0,0
73140,727311,0,0,0,0
73141,0,0,0,0,0
73142,0,0,0,0,0
73143,0,0,0,0,0
73144,8191423,0,0,0,0
73145,14194321,0,0,0,0
73146,0,0,0,0,0
73147,0,0,0,0,0
73148,0,0,0,0,0
73149,14194321,0,0,103692217,0
73150,14194321,0,0,103692217,0
73151,727311,0,0,103692217,0
73152,11083169,0,0,0,0
73153,0,0,0,0,0
73154,0,0,0,0,0
73155,0,0,0,0,0
73156,18745214,0,0,0,0
73157,0,0,0,0,0
73158,0,0,0,0,0
73159,0,0,0,0,0
73160,0,0,0,0,0
73161,0,0,0,0,0
73162,0,0,0,0,0
73163,0,0,0,0,0
73164,0,0,0,0,0
73165,0,0,0,0,0
73166,0,0,0,0,0
73167,0,0,0,0,0
73168,0,0,0,0,0
73169,0,0,0,0,0
73170,529378,0,0,0,0
73171,0,0,0,0,0
73173,0,0,0,0,0
73174,0,0,0,0,0
73175,0,0,0,0,0
73176,41441461,0,0,0,0
73177,8191423,0,0,0,0
73178,0,0,0,0,0
73179,0,0,0,0,0
73180,0,0,0,0,0
73181,0,0,0,0,0
73182,0,0,0,0,0
73183,0,0,0,0,0
73184,1039378,0,0,0,0
73185,0,0,0,0,0
73186,0,0,0,0,0
73187,0,0,0,0,0
73189,1039378,0,0,0,0
73190,0,0,0,0,0
73191,0,0,0,0,0
73192,0,0,0,0,0
73193,0,0,0,0,0
73194,0,0,0,0,0
73195,0,0,0,0,0
73197,0,0,0,0,0
73198,0,0,0,0,0
73199,0,0,0,0,0
73200,0,0,0,0,0
73201,0,0,0,0,0
73202,49406616,0,143713343,73001867,0
73203,0,0,0,0,0
73204,0,0,0,0,0
73205,41160006,0,0,0,0
73207,0,0,0,0,0
73208,0,0,0,0,0
73209,0,0,0,0,0
73210,0,0,0,0,0
73211,510000,0,0,0,0
73212,0,0,0,0,0
73213,510000,0,0,0,0
73214,0,0,0,0,0
73215,0,0,0,0,0
73216,529378,0,0,0,0
73217,0,0,0,0,0
73218,0,0,0,0,0
73219,0,0,0,0,0
73220,510000,0,0,0,0
73221,510000,0,0,0,0
73222,0,0,0,0,0
73223,0,0,0,0,0
73224,0,0,0,0,0
73225,0,0,0,0,0
73226,0,0,0,0,0
73227,0,0,0,0,0
73228,0,0,0,0,0
73229,0,0,0,0,597570
73230,510000,0,0,0,0
73231,0,0,0,0,0
73232,510000,0,0,0,0
73233,0,0,0,0,0
73234,0,0,0,0,0
73235,0,0,0,0,0
73236,510000,0,0,0,0
73237,0,0,0,0,0
73238,0,0,0,0,0
73239,0,0,0,0,0
73240,0,0,0,0,0
73241,0,0,0,0,0
73242,0,0,0,0,0
73243,0,0,0,0,0
73244,0,0,0,0,597570
73245,0,0,0,0,0
73246,0,0,0,0,0
73247,0,0,0,0,0
73248,0,0,0,0,0
73249,0,0,0,0,0
73250,0,0,0,0,0
73251,0,0,0,0,0
73252,0,0,0,0,0
73253,0,0,0,0,0
73254,0,0,0,0,0
73256,0,0,0,0,0
73257,0,0,0,0,0
73258,0,0,0,0,0
73259,0,0,0,0,0
73260,0,0,0,0,0
73261,510000,0,0,0,0
73262,0,0,0,0,0
73263,0,0,0,0,0
73264,0,0,0,0,0
73265,0,0,0,0,0
73266,0,0,0,0,0
73267,0,0,0,0,0
73268,0,0,0,0,0
73269,0,0,0,0,0
73270,0,0,0,0,0
73271,0,0,0,0,0
73272,0,0,0,0,0
73273,0,0,0,0,0
73274,0,0,0,0,0
73275,0,0,0,0,0
73276,0,0,0,0,0
73277,0,0,0,0,0
73278,0,0,0,0,0
73279,0,0,0,0,0
73280,0,0,0,0,0
73281,0,0,0,0,0
73282,0,0,0,0,0
73283,0,0,0,0,0
73284,0,0,0,0,0
73285,0,0,0,0,0
73286,0,0,0,0,0
73287,0,0,0,0,0
73288,0,0,0,0,0
73289,0,0,0,0,0
73291,0,0,0,0,0
73292,37963612,0,0,14731900,0
73293,0,0,0,0,0
73294,0,0,0,0,0
73295,0,0,0,0,0
73296,0,0,0,0,0
73297,0,0,0,0,0
73298,0,0,0,0,0
73299,0,57983000,0,0,0
73300,0,0,0,0,0
73301,0,0,0,0,33200
73302,0,0,0,0,0
73303,0,0,0,0,0
73304,37963612,0,0,0,0
73305,0,0,0,0,0
73306,0,0,0,0,0
73307,0,0,0,0,33200
73308,0,0,0,0,0
73309,0,57983000,0,0,33200
73310,0,0,0,0,0
73311,0,0,0,0,0
73312,0,0,0,0,0
73313,0,0,0,0,0
73314,0,0,0,0,0
73315,0,0,0,0,0
73316,0,0,0,0,0
73317,0,0,0,0,0
73318,0,0,0,28598567,0
73319,0,0,0,0,0
73320,0,0,0,0,0
73321,3032638,0,0,0,0
73322,0,0,0,0,0
73323,0,0,0,0,0
73324,0,0,0,0,0
73325,0,0,0,0,0
73326,0,0,0,0,0
73327,0,0,0,0,0
73328,0,0,0,0,0
73329,0,0,0,0,0
73330,0,0,0,0,33200
73331,0,0,0,0,0
73332,0,0,0,0,0
73333,37963612,0,0,14731900,0
73334,37963612,0,0,14731900,0
73335,0,0,0,0,0
73336,0,0,0,0,0
73337,0,0,0,0,0
73338,0,0,0,0,0
73339,0,0,0,0,0
73340,510000,0,0,0,0
73341,2098027,0,0,0,0
73342,0,0,0,0,0
73343,0,0,0,0,0
73344,0,0,0,0,0
73345,0,0,0,0,0
73346,0,0,0,0,0
73347,0,0,0,0,0
73348,0,0,0,0,0
73349,0,0,0,0,0
73350,0,0,0,0,0
73351,0,0,0,0,0
73352,37963612,0,0,0,0
73353,0,0,0,0,0
73354,0,0,0,0,0
73355,0,0,0,0,0
73356,0,0,0,0,0
73357,0,0,289720000,28598567,0
73358,0,0,0,0,0
73359,8363425,0,0,0,0
73360,727311,0,0,0,0
73361,727311,0,0,0,0
73362,0,0,0,0,0
73363,0,0,0,0,0
73364,727311,0,0,0,0
73365,0,0,0,0,0
73366,0,0,0,0,0
73367,6532276,0,0,0,0
73368,0,0,0,0,0
73369,0,0,0,0,0
73371,0,0,0,0,0
73372,0,0,0,0,0
73373,0,0,0,0,0
73374,727311,0,0,0,0
73375,0,0,0,0,0
73376,1573027,0,0,0,0
73377,6532276,0,0,0,0
73378,0,0,0,0,0
73379,2098027,0,0,0,0
73380,0,0,0,0,0
73381,727311,0,0,0,0
73382,727311,0,0,0,0
73383,517056,0,289720000,643200600,0
73384,0,0,0,0,0
73385,727311,0,0,0,0
73386,0,0,0,0,0
73387,0,0,0,0,0
73388,8617981,0,0,0,0
73389,727311,0,0,0,0
73390,727311,0,0,0,0
73391,8363425,0,0,0,0
73392,8617981,0,0,0,0
73393,0,0,0,0,0
73394,727311,0,0,0,0
73395,727311,0,0,0,0
73396,727311,0,0,0,0
73397,8617981,0,0,0,0
73398,727311,0,0,0,0
73399,727311,0,0,0,0
73400,8617981,0,0,0,0
73401,727311,0,0,0,0
73402,0,0,0,0,0
73403,727311,0,0,0,0
73404,0,0,0,0,0
73405,779556,0,0,633309700,29950000
73406,0,0,0,0,0
73407,727311,0,0,0,0
73408,727311,0,0,0,0
73409,727311,0,0,103692217,0
73410,9432474,116900000,0,0,0
73411,0,0,0,0,0
73412,727311,0,0,0,0
73413,779556,0,99920000,633309700,0
73414,6002898,0,0,128149017,0
73415,2877583,0,0,0,0
73416,2877583,0,0,633309700,0
73417,7662045,0,0,103692217,0
73418,779556,0,0,657766500,29950000
73419,0,0,0,103692217,0
73420,0,0,0,0,0
73421,0,0,0,103692217,0
73422,6002898,0,0,128149017,0
73423,0,0,0,0,0
73424,11083169,0,0,0,0
73425,0,0,0,0,0
73426,0,0,0,0,0
73427,0,0,0,0,0
73428,727311,0,0,0,0
73429,727311,0,0,0,0
73430,0,0,0,0,0
73431,0,0,0,0,0
73432,0,0,0,0,0
73433,0,0,0,0,0
73434,0,0,0,0,0
73435,11083169,0,0,0,0
73437,0,0,0,0,0
73438,11083169,0,0,0,0
73440,7560148,0,0,0,0
73442,0,0,0,0,0
73443,0,0,0,0,0
73444,7044954,0,0,0,0
73445,727311,0,0,0,0
73446,0,0,0,0,0
73447,14194321,0,0,103692217,0
73448,0,0,0,0,0
73449,0,0,0,0,0
73450,0,0,0,0,0
73451,0,0,0,0,0
73452,0,0,0,0,0
73453,0,0,0,0,0
73454,0,0,0,0,0
73455,0,0,0,0,0
73456,6265398,0,0,128149017,0
73457,0,0,0,103692217,0
73458,727311,0,0,0,0
73459,0,0,0,0,0
73460,2261844,0,0,0,0
73461,2261844,0,0,0,0
73462,0,0,0,0,0
73463,0,0,0,0,0
73464,0,0,0,0,0
73465,0,0,0,0,0
73466,0,0,0,0,0
73467,0,0,0,0,0
73468,0,0,0,0,0
73469,0,0,0,0,0
73470,0,0,0,0,0
73471,0,0,0,0,0
73472,0,0,0,0,0
73473,510000,73000000,0,0,0
73474,0,0,0,0,0
73475,0,0,0,0,0
73476,0,0,0,0,0
73477,0,0,0,0,0
73478,7560148,0,0,0,0
73479,0,0,0,0,0
73480,12594672,0,0,0,0
73481,12594672,0,0,0,0
73482,12594672,0,0,0,0
73483,0,0,0,0,0
73484,0,0,0,0,0
73485,0,0,0,0,0
73486,0,0,0,0,0
73487,0,0,0,0,0
73488,0,0,0,0,0
73489,7560148,0,0,0,0
73490,0,0,0,0,0
73507,255000,0,0,0,0
73510,0,0,0,0,0
73511,0,0,0,0,547200
73512,0,0,0,0,0
73513,0,0,0,0,0
73514,0,0,0,0,0
73515,0,0,0,0,0
73516,0,0,0,0,0
73518,0,0,0,0,0
73519,0,0,0,0,0
73520,255000,0,0,0,0
73525,0,0,0,0,0
73528,0,0,0,0,0
73534,0,0,0,0,0
73536,0,0,0,0,0
73541,0,0,0,0,0
73543,0,0,0,0,0
73550,0,0,0,0,0
73551,0,0,0,0,0
73555,0,0,0,0,0
73556,0,0,0,0,0
73559,0,0,0,0,0
73560,0,0,0,0,0
73561,0,0,0,0,0
73562,0,0,0,0,0
73563,0,0,0,0,0
73565,0,0,0,0,0
73567,0,0,0,0,0
73587,255000,0,0,0,0
73588,0,0,0,0,0
73589,0,0,0,0,0
73592,255000,0,0,0,0
73597,0,0,0,0,0
73598,0,0,0,0,0
73599,0,0,0,0,0
73603,0,0,0,0,0
73604,0,0,0,0,0
73605,0,0,0,0,0
73618,0,0,0,0,0
73639,0,0,115100000,44403300,712865000
73677,0,0,0,0,0
73680,0,0,0,0,0
73683,0,0,0,0,0
73689,0,0,0,0,0
73690,0,0,0,0,0
73691,0,0,0,0,0
73692,0,0,0,0,0
73694,0,0,0,0,0
73695,0,0,0,0,0
73697,0,0,0,0,0
73708,0,0,0,0,0
73716,0,0,0,0,0
73729,0,0,0,0,0
73730,49406616,0,143713343,73001867,712865000
73733,510000,0,0,0,0
73735,0,0,0,0,0
73736,0,0,0,0,0
73737,0,0,0,0,0
73741,0,0,0,0,0
73744,0,0,0,0,0
73747,0,0,0,0,0
73749,0,0,0,14731900,0
73751,0,0,0,0,0
73752,0,0,0,0,0
73753,0,0,0,0,0
73754,0,0,0,0,0
73757,0,0,0,0,0
73758,0,0,0,0,0
73762,0,0,0,0,0
73764,0,0,0,0,0
73767,0,0,0,0,0
73769,0,0,0,0,0
73770,0,0,0,0,0
73771,0,0,0,0,0
73773,0,0,0,0,0
73776,0,0,0,0,0
73781,0,0,0,0,0
73782,0,0,0,0,0
73799,0,0,0,0,0
73800,0,0,0,0,0
73801,0,0,0,0,0
73802,0,0,0,0,0
73803,2550000,0,0,40000000,0
73804,0,0,0,0,0
73805,2040000,0,0,0,0
73806,0,0,0,0,0
73808,2040000,0,0,0,0
73809,0,0,0,0,0
73810,0,0,0,0,0
73811,0,0,0,0,0
73812,0,0,0,0,0
73813,0,0,0,0,0
73814,0,0,0,0,0
73815,0,0,0,0,0
73816,0,0,0,0,0
73817,0,0,0,0,0
73818,0,0,0,0,0
73819,0,0,0,0,0
73820,0,0,0,0,0
73821,0,0,0,0,0
73822,0,0,0,0,0
73824,0,0,0,0,0
73825,0,0,0,0,0
73826,0,0,0,0,0
73827,0,0,0,0,0
73828,0,0,0,0,0
73829,3406063,0,0,0,0
73830,0,0,0,0,0
73831,0,17148000,0,0,165000
73832,0,0,0,0,0
73833,3406063,0,0,0,0
73834,0,0,0,0,0
73835,0,0,0,0,0
73836,0,0,0,0,0
73837,0,0,0,0,0
73838,0,0,0,0,0
73839,0,17148000,0,0,0
73840,3406063,0,0,0,0
73841,0,0,0,0,0
73842,0,0,0,0,0
73843,0,0,0,0,0
73844,0,0,0,0,0
73845,0,0,0,0,0
73846,0,0,0,0,0
73847,0,0,0,0,0
73848,0,0,0,0,0
73849,0,0,0,0,0
73850,0,0,0,0,0
73851,738826,0,0,0,0
73852,0,0,0,0,0
73853,0,0,0,0,0
73854,0,0,0,0,0
73855,0,0,0,0,0
73856,3406063,0,0,0,0
73857,0,0,0,0,0
73858,3406063,0,0,0,0
73859,0,0,0,0,0
73860,0,0,0,0,0
73861,3406063,0,0,0,0
73862,0,0,0,0,0
73863,0,0,0,0,0
73864,0,0,0,0,0
73865,0,0,0,0,0
73866,0,0,0,0,0
73867,510000,0,0,0,0
73868,0,0,0,0,0
73869,0,0,0,0,0
73870,0,0,0,0,0
73871,0,0,0,0,0
73872,0,0,0,0,0
73873,0,0,0,0,0
73874,0,0,0,0,0
73875,0,0,0,0,0
73876,0,0,0,0,0
73877,0,0,0,0,0
73878,0,0,0,0,0
73879,0,0,0,0,0
73880,0,0,0,0,0
73881,0,0,0,0,0
73883,0,0,0,0,0
73884,0,0,0,0,0
73885,0,0,0,0,0
73886,3406063,0,0,0,0
73887,0,0,0,0,0
73888,0,0,0,0,0
73889,0,0,0,0,0
73890,0,0,0,0,0
73891,0,0,0,0,0
73892,0,0,0,0,0
73893,3406063,0,0,0,0
73894,0,0,0,0,0
73895,0,0,0,0,0
73896,0,0,0,0,0
73897,0,0,0,0,0
73898,5542529,0,0,0,0
73900,0,0,0,0,0
73901,0,0,0,0,0
73902,0,0,0,0,0
73903,0,0,0,0,0
73904,0,0,0,0,0
73905,0,0,0,0,0
73906,0,0,0,0,0
73907,0,0,0,0,0
73908,0,0,0,0,0
73909,5542529,0,0,0,0
73910,0,0,0,0,0
73911,5542529,0,0,0,0
73912,0,0,0,0,0
73913,0,0,0,0,0
73914,0,0,0,0,0
73915,0,0,0,0,0
73916,0,0,0,0,0
73917,3406063,0,0,0,0
73918,0,0,0,0,0
73919,0,0,0,0,0
73920,23587058,0,0,0,547200
73921,0,0,0,0,0
73922,22848232,0,0,0,0
73923,0,0,0,0,0
73924,0,0,0,0,0
73925,23587058,0,0,0,0
73926,0,0,0,0,0
73927,3280279,0,0,0,547200
73928,0,0,0,0,0
73929,0,0,0,0,0
73930,0,0,0,0,547200
73931,0,0,0,0,0
73932,0,0,0,0,0
73933,0,0,0,0,0
73934,0,0,0,0,0
73935,0,0,0,0,0
73936,0,0,0,0,0
73937,0,0,0,0,0
73938,0,0,0,0,0
73939,0,0,0,0,0
73940,0,0,0,0,0
73941,0,0,0,0,0
73942,0,0,0,0,547200
73943,0,0,0,0,0
73944,738826,0,0,0,0
73945,0,0,0,0,0
73946,0,0,0,0,0
73947,0,0,0,0,0
73948,0,0,0,0,547200
73949,0,0,0,0,0
73950,0,0,0,0,0
73951,0,0,0,0,0
73952,0,0,0,0,0
73953,0,0,0,0,0
73954,0,0,0,0,0
73955,22848232,0,0,0,547200
73956,0,0,0,0,0
73957,0,0,0,0,0
73958,0,0,0,0,0
73959,0,0,0,0,0
73960,0,0,0,0,0
73961,23587058,0,0,0,547200
73962,0,0,0,0,0
