_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
11,Transit,Transportation,Aurora,Bloomington GO Station,Complete,Dec-20,GO Expansion - Early Works,"The station will be fully accessible, and will include a 765-space parking structure (with an additional 253-space surface lot), charging for electric vehicles, heated shelters, a platform snowmelt system, a Kiss & Ride area, and a covered six-bay bus loop.",York,Central,Bloomington Rd / Highway 404,,Richmond Hill GO Line,82400000,,Yes,,,https://www.metrolinx.com/en/greaterregion/projects/bloomington-go.aspx,43.975784,-79.397355
12,Transit,Transportation,Bancroft,New Public Transit Vehicles,Planning,Jun-23,Purchase three specialized transit fleet vehicles.,"Improved capacity, quality, and accessibility for public transit users.",Hastings,East,,,,210768,Yes,Yes,Yes,,,45.058937,-77.85888
13,Transit,Transportation,Barrie,Allandale Waterfront GO Station,Complete,Jun-15,Existing station on the Barrie Line,,Simcoe,Central,,,Barrie GO Line,0,,,,,,44.373397,-79.685982
14,Transit,Transportation,Barrie,Barrie South GO Station,Complete,To Be Determined,Existing station on the Barrie Line,,Simcoe,Central,,,Barrie GO Line,0,,,,,,44.351306,-79.626121
15,Transit,Transportation,Barrie,Conventional Bus Fleet Replacement,Planning,Mar-27,Purchase of 30 low-floor 40-foot conventional diesel buses toreplace the retiring fleet.,Improved quality and safety of the transit system.,Simcoe,Central,133 Welham Rd,L4N 8Y3,,23389023,Yes,Yes,Yes,,,,
16,Transit,Transportation,Barrie,On-street Infrastructure Improvements,Planning,Mar-27,"Install heated bus shelters, bus displays, bike racks, stop signs and concrete pads in the Cityof Barrie","Improved accessibility, capacity, quality and safety of existing and future transit system.",Simcoe,Central,,,,2736462,Yes,Yes,Yes,,,44.39074,-79.686679
17,Transit,Transportation,Barrie,Specialized Fleet Replacement,Planning,Mar-27,Purchase 21 specialized city buses to replace the retiring fleet.,"Improved reliability, quality and safety of the transit system by replacing the aging fleet with new, up-to-date buses.",Simcoe,Central,,,,4674600,Yes,Yes,Yes,,,44.354995,-79.670543
18,Transit,Transportation,Barrie,Downtown Connection Hub,Planning,2022,Construction a new downtown connection hub including 2 new bus stops.,Improved quality and safetyof the existing and future transit system and improving access to public transit systems.,Simcoe,Central,,,,326700,Yes,Yes,Yes,,,,
19,Transit,Transportation,Barrie,Allandale Mobility Hub,Planning,2022,"Build a new terminal building to relocate the current downtown hub to the Allandale GO Station. This will include  extra bus platforms, bus stops, bus shelters and additional bicycle parking . ",Improved connections between GO Train andBarrie Transit service.,Simcoe,Central,,,,9900450,Yes,Yes,Yes,,,,
20,Transit,Transportation,Barrie,Barrie Double Track - Contract 1,Under construction,To Be Determined,GO Expansion - Early Works,"Contract for grading for the second track, installing noise walls and high security fencing, drainage, and utility re-locations, on the southern portion of the corridor between Mile 1.9 to Mile 12.6. Also, Sheppard Avenue Bridge expansion on the west side (new track bridge and new pedestrian bridge), including new west platform Downsview GO Station on the pedestrian bridge)",Simcoe,Central,,,,0,,,,,http://www.metrolinx.com/en/greaterregion/projects/barrie-go-expansion.aspx,43.709687,-79.469539
21,Transit,Transportation,Barrie,Barrie Double Track - Contract 2,Planning,To Be Determined,GO Expansion - Early Works,"The Barrie Contract 2 project involves double tracking along the Barrie corridor from Rutherford (at Mile 17.50) to McNaughton Side Road (at Mile 18.61) as well as the infrastructure improvements at the Maple GO Station. The station improvements include a rehabilitated east platform, a new west side platform and commissioning of the north and south tunnel which includes elevators. The bus loop will be expanded on Eagle Rock Way with a north tunnel connection to the bus loop. Depending on commitments from the City of Vaughan, the scope may include a cycling bridge on the East side of Major MacKenzie, and a pedestrian access from the west side of the corridor on Lindenshire Ave.",Simcoe,Central,,,,0,,,,,http://www.metrolinx.com/en/greaterregion/projects/barrie-go-expansion.aspx,43.855457,-79.506181
22,Transit,Transportation,Barrie,Barrie Double Track - Contract 3,Planning,To Be Determined,GO Expansion - Early Works,"The Barrie Contract 3 project includes grading from Mi 21.1 to 29.17, 7km of noise walls, fencing, culvert extensions, utility relocations,new double-wide bridge at Yonge St., and King City GO Station Infrastructure Improvements . The Project will be delivered by two construction contracts (DBB):Phase 1 includes enabling works between Mi 24.6 and 26.5.Phase 2 includes enabling works between Mi 21.1 to 24.6 and 26.5 to 29.17, new Yonge St. bridge and King City GO StationInfrastructure Improvements.",Simcoe,Central,,,,0,,,,,http://www.metrolinx.com/en/greaterregion/projects/barrie-go-expansion.aspx,43.94978,-79.494203
23,Transit,Transportation,Belleville,North East Industrial Park Active Transportation and Transit Shelters,Under construction,2021,"The expansion of public transit and active transportation infrastructure in Belleville’s North East Industrial Park. The construction of 3 three kilometers of new sidewalk and a 1 one-kilometer kilometre accessible multi-use path will provide commuters with direct access to the city’s public transit system. The addition of 17 new bus stops and 8 eight transit shelters, all fully accessible, will help meet the growing needs of transit users in this busy commercial area.",The project will help meet the growing needs of transit users in this busy commercial area.,Hastings,East,,,,2400110,Yes,Yes,Yes,,,,
24,Transit,Transportation,Belleville,New Bus Purchase,Planning,2021,Purchase four new buses.,Increased service levels on the busiest bus routes and expanded service to underserved areas of the city.,Hastings,East,,,,3330600,Yes,Yes,Yes,,,,
25,Transit,Transportation,Bradford-West Gwillimbury,Bradford GO Station,Complete,To Be Determined,Existing station on the Barrie Line,,Simcoe,Central,,,Barrie GO Line,0,,,,,,44.116576,-79.553955
26,Transit,Transportation,Bradford-West Gwillimbury,Fleet Replacement and Expansion,Complete,Mar-21,Replace two transit vans and purchase an extra transit van equipped with new “Smart Bus” technologies.,Improved service reliability.,Simcoe,Central,,,,576450,Yes,Yes,Yes,,,,
27,Transit,Transportation,Brampton,Bramalea GO Station Parking Expansion,Complete,To Be Determined,Expanding and repaving existing south lot,"Repaved the south parking lot, built a new kiss and ride and more accessible parking spaces, upgraded utilities and the south platform, and added new shelters for bus and bikes",Peel,Central,1713 Steeles Ave E,L6T 4L7,,0,,,,,http://www.gotransit.com/public/en/improve/projects/bramalea/,43.701919,-79.691214
28,Transit,Transportation,Brampton,Ray Lawson Stop,Under construction,Fall 2024,New Hurontario LRT stop,,Peel,Central,Hurontario St / Ray Lawson Blvd,L6W 4K7,Hurontario Light Rail Transit (LRT),0,,,,,,43.658601,-79.723046
29,Transit,Transportation,Brampton,Sir Lou County Court Stop,Under construction,Fall 2024,New Hurontario LRT stop,,Peel,Central,Hurontario St / Sir Lou Dr / Country Ct Blvd,L6W 4T1,Hurontario Light Rail Transit (LRT),0,,,,,,43.661659,-79.727118
30,Transit,Transportation,Brampton,Brampton Gateway Terminal Stop,Under construction,Fall 2024,New Hurontario LRT stop,,Peel,Central,Hurontario St / Steeles Ave W,L6W 4J4,Hurontario Light Rail Transit (LRT),0,,,,,,43.665927,-79.732853
31,Transit,Transportation,Brampton,Brampton GO Station,Complete,To Be Determined,Existing station on the Kitchener line,,Peel,Central, 31 Church St W,ON L6X ,Kitchener GO Line,0,,,,,,43.68712,-79.764716
32,Transit,Transportation,Brampton,Mount Pleasant GO Station,Complete,To Be Determined,Existing station on the Kitchener line,,Peel,Central, 1600 Bovaird Dr W,L7A 2Y7,Kitchener GO Line,0,,,,,,43.675935,-79.821204
33,Transit,Transportation,Brampton,MTO Created: Bramalea GO Station Improvements and Multi-Level Parking Garage,Under construction,Mid/Late 2022,GO Expansion - Early Works,"New station building, new passenger pick-up and drop-off area, improved bus platforms, secure bicycle storage, new accessible pedestrian tunnel and platform improvements. Also includes new parking garage which is now open.",Peel,Central,1713 Steeles Ave E,L6T 4L7,,0,,,,,https://www.metrolinx.com/en/greaterregion/projects/bramalea-go.aspx,43.70253,-79.689051
34,Transit,Transportation,Brampton,2020-2021 Replacement Buses,Planning,Dec-23,"Purchase and commissioning of 32 replacement urban transit buses (40' diesel), including theinstallation of all additional equipment required for in-service use. ","Keeps approximately 96,000 hours (32 buses worth) of existing service from being cut, whichwould adversely effect approximately 2.2M transit rides.Allows Brampton Transit to maintain current mean distance between failure (MDBF), the primarymeasure of bus reliability.",Peel,Central,,,,22830000,Yes,Yes,Yes,,,,
35,Transit,Transportation,Brampton,Bus Refurbishment,Planning,Dec-25,"Refurbish approximately 300 buses, including around 212 conventional buses and 88 hybrid buses.",Extend the useful life of the buses from their designed lifespan of 12 years to 18 years.,Peel,Central,,,,55608046,Yes,Yes,Yes,,,,
36,Transit,Transportation,Brampton,Transit Hub,Planning,Dec-24,"Build a new transit hub. This will increase the number of bus bays from seven to 16,  and include new bus canopies, an interior rider waiting area, concessions and new washroom facilities. ","Increased capacity of the terminal, doubling the number of passenger trips from 15,000 to approx. 30,000 daily trips, or an additional 2.1M trips annually.",Peel,Central,,,,30000000,Yes,Yes,Yes,,,,
37,Transit,Transportation,Brampton,On-board Cameras and VideoRecorders,Under construction,2022,Replace the on-board cameras and digital video recorders with newer technologies on the entire bus fleet.,Increased safety for the public and transit operators.,Peel,Central,,,,5000000,Yes,Yes,Yes,,,,
38,Transit,Transportation,Brampton,Transit Maintenance & Storage Facility,Planning,Dec-26,"Phase 1 of 2 in the development of a new bus operation, maintenance and storage facility designed to store and maintain both 40' and 60' buses demand The project and phase 1 is to include: bus maintenance bays with fixed and mobile hoists as well as an inspection pit; an overhead crane for removing electric batteries from buses; diesel fuel storage and dispensing; process oil and lube systems++++++","The project will result in the improved capacity of public transit infrastructure, and improved quality and safety of the existing and future transit system in Brampton, Ontario.",Peel,Central,,,,174780000,Yes,Yes,Yes,,,,
39,Transit,Transportation,Brantford,Electronic Fareboxes,Planning,Dec-23,Replace the electronic fareboxes and smart card technology on both conventional and specialized transit buses.,Reduced maintenance costs and improved coin collection accuracy.,Brant,Southwest,,,,2035000,Yes,Yes,Yes,,,,
40,Transit,Transportation,Brantford,New Buses,Planning,Dec-23,Purchase 13 conventional diesel buses and 8 specialized gasoline buses.,Reduced maintenance and fuel costs and improved fuel efficiency.,Brant,Southwest,,,,9988000,Yes,Yes,Yes,,,,
41,Transit,Transportation,Brantford,Bus Pad and Shelter Replacement,Under construction,Dec-24,Replacing or rehabilitate approximately 50 total bus pads and shelters in Brantford.,Improved quality of and access to the public transit infrastructure.,Brant,Southwest,,,,825000,Yes,Yes,Yes,,,,
42,Transit,Transportation,Brantford,Transit Maintenance Facility Upgrades,Planning,Dec-24,"The scope of the project includes the replacement of two transit hoists; improvements to the buswash system including the replacement of brushes, motors and pumps; and a fuel pumpreplacement project which includes the replacement of 3 existing pumps including valves,plumbing, electrical and safety equipment.","Overall, the project contributes to improving the quality of the existing transit system in Brantford,Ontario.",Brant,Southwest,,,,1035000,Yes,Yes,Yes,,,,
43,Transit,Transportation,Brockville,Brockville Transit Bus Replacements,Planning,Mar-27,Purchase 5 replacement commercial minibuses equipped with an accessible lift.,"Improved safety, accessibility and route planning.",Leeds and Grenville,East,,,,787686,Yes,Yes,Yes,,,,
44,Transit,Transportation,Burlington,Vehicle hoist replacement and fuel pump expansion,Under construction,2022,The purchase of a new fuel pump with twinned dispensing nozzles and two vehicle hoists will improve the quality of the public transit system,The project will improve the quality of the public transit system,Halton,Central,,,,551250,Yes,Yes,Yes,,,,
45,Transit,Transportation,Burlington,Conventional Transit Vehicle Replacement,Planning,2022,Purchase five conventional buses to replace buses that have reached the end of their lifecycle.,Improved service quality and reliability.,Halton,Central,,,,2803668,Yes,Yes,Yes,,,,
46,Transit,Transportation,Burlington,Specialized Transit Expansion Vehicles,Planning,Mar-24,Purchase three specialized vehicles.,Improved accessibility and availability of the transit system.,Halton,Central,,,,703860,Yes,Yes,Yes,,,,
47,Transit,Transportation,Burlington,Transit Traffic Signal Priority,Planning,Mar-25,Install  priority traffic signal devices on conventional buses.,Increased public transit efficiency and on-time performance.,Halton,Central,,,,835000,Yes,Yes,Yes,,,,
48,Transit,Transportation,Burlington,Conventional Transit Vehicle Expansion,Planning,Mar-25,Purchase 12 new 40-foot conventional buses.,Increased fleet size to increase service frequency and enable connections between bus routes and regional transit.,Halton,Central,,,,7809015,Yes,Yes,Yes,,,,
49,Transit,Transportation,Burlington,On Demand/Alternative Service Delivery,Planning,2022,Install an intelligent transit technology system to allow on-demand service to underserved and low-ridership areas. ,"Improved capacity, quality, safety and access to the public transit system.",Halton,Central,,,,200000,Yes,Yes,Yes,,,,
50,Transit,Transportation,Burlington,Lakeshore West Corridor Expansion - Drury Lane Pedestrian Bridge Reconstruction,Planning,To Be Determined,GO Expansion - Early Works,"To support future increases in GO rail service, Metrolinx is working with the City of Burlington to replace and enhance the Drury Lane Pedestrian Bridge, which is nearing the end of its service life.",Halton,Central,,,,0,,,,,https://www.metrolinx.com/en/greaterregion/projects/drury-lane-pedestrian-bridge.aspx,43.343664,-79.805136
51,Transit,Transportation,Chatham-Kent,Transit Information and Technology Upgrades,Planning,Mar-24,"Install new real-time vehicle location technology, fare-systems technology, and customer communication platforms.",Improved quality and efficiency of the public transit system.,Chatham-Kent,Southwest,,,,937468,Yes,Yes,Yes,,,,
52,Transit,Transportation,Chatham-Kent,Purchase of Public Transit Vehicles,Planning,Aug-23,Purchase 5 small-to-medium sized buses and 5 accessible vans.,Expanded capacity and service levels for the public transit system.,Chatham-Kent,Southwest,,,,1819041,Yes,Yes,Yes,,,,
53,Transit,Transportation,Chatham-Kent,Transit Terminal and Bus Shelter Purchases and Rehabilitation,Planning,Jun-25,"Upgrades to the main bus terminal (including a fully accessible, enclosed area) and the installation of six new solar powered bus shelters on inter-urban routes will provide transit users with a more comfortable and accessible public transit experience.",This project will provide transit users with a more comfortable and accessible public transit experience,Chatham-Kent,Southwest,,,,2181280,Yes,Yes,Yes,,,,
54,Transit,Transportation,Cobourg,Replacement of Rolling Stock,Planning,Dec-27,"Purchase 2 new conventional 30-foot diesel transit buses, and one new 8-meter low-floor specialized diesel vehicle to replace older buses that are nearing the end of their life cycle.",Improved accessibility to the town's transit system.,Northumberland,East,,,,1240454,Yes,Yes,Yes,,,,
55,Transit,Transportation,Collingwood,Transit Fleet Renewal and Replacement,Planning,Jul-27,"Purchase 8 new diesel buses, 7 conventional and one para transit buses, over an eight-year period as well as renewing major power train components to extend the useful life of six buses. ",Improved accessibility and reliability of the transit fleet with less downtime and delays attributed to an aging fleet.,Simcoe,Central,,,,4726500,Yes,Yes,Yes,,,,
56,Transit,Transportation,Cornwall,Replacement Conventional and Para Transit Buses,Planning,Mar-27,"Replace 12 conventional transit buses and 8 specialized paratransit buses, all diesel, from 2020 to 2027 inclusive.","Reduce average age of present transit fleet, from 7 years to 5 years. ","Stormont, Dundas and Glengarry",East,,,,11958215,Yes,Yes,Yes,,,45.016689,-74.750277
57,Transit,Transportation,Cornwall,Replacement Surveillance Cameras on Buses,Complete,Apr-21,"Install 90 new cameras and 26 NVR units that operate the cameras, as well as the replacement of existing hardware and software to access surveillance data.","Enhanced security to the public, bus operators and the City’s assets.","Stormont, Dundas and Glengarry",East,,,,129780,Yes,Yes,Yes,,,45.016689,-74.750277
58,Transit,Transportation,Cornwall,Passenger Counter,Complete,Apr-21,Install passenger counters on 15 buses. ,Increased ridership data accuracy that can be used to more accurately adjust and create routes for user convenience.,"Stormont, Dundas and Glengarry",East,,,,105001,Yes,Yes,Yes,,,,
59,Transit,Transportation,Cornwall,Electronic Fareboxes,Planning,2022,Install new electronic fareboxes on 26 buses. ,Provide modern payment options for passengers and increased accuracy in passenger and revenue data collection. ,"Stormont, Dundas and Glengarry",East,,,,1300005,Yes,Yes,Yes,,,,
60,Transit,Transportation,Cornwall,Bus Shelters and Bus Stop Accessibility,Under construction,Mar-25,Install new bus shelters at high traffic locations and install concrete pads making 60 bus stops fully accessible.,Improved boarding accessibility to conventional buses.,"Stormont, Dundas and Glengarry",East,,,,264705,Yes,Yes,Yes,,,,
61,Transit,Transportation,Deseronto,"New Buses, Shelters and Security Technology",Planning,2022,"Purchase 2 19-passenger accessible gasoline buses, a 10-passenger specialized van, install 2 new passenger transit shelters, and purchase interior and exterior security cameras.","Improved capacity, quality and safety of the transit system.",Hastings,East,,,,385327,Yes,Yes,Yes,,,,
62,Transit,Transportation,Durham,Durham Region Bus Rapid Transit,Complete,Dec-18,Building bus rapid-transit system along Highway 2 in Durham Region,"Connecting University of Toronto's Scarborough campus and downtown Oshawa, via wider intersections, expanded maintenance and storage facilities, intelligent transportation systems and modified signals",Durham,Central,,,Durham PULSE Bus Rapid Transit (BRT),0,Yes,Yes,,,,,
63,Transit,Transportation,Durham,"Detailed Design and Construction of Bus Rapid Transit Lanes in the Town of Ajax, Town of Whitby and the City of Oshawa",Planning,Dec-26,"The design and construction of Bus Rapid Transit lanes with active transportation corridors on Kingston Rd. in the Town of Ajax, Dundas St. in the Town of Whitby, and Downtown Oshawa. ","New cycling lanes and multi-use paths will connect to the transit stations along the corridors, providing residents with more options for accessing the transit system. ",Durham,Central,,,,71695000,Yes,Yes,Yes,,,43.8532694|43.8563365|43.8578171|43.8634708|43.8712039|43.8741898|43.8785844|43.8844415|43.8909052|43.8969726|43.8982056|43.8991091|43.8971471|43.8959440|43.8945895|43.8937685|43.8932334|43.8925363|43.8924337,-79.0600865|-79.0471504|-79.0405074|-79.0157336|-78.9806944|-78.9669455|-78.9470646|-78.9213585|-78.8926098|-78.8655391|-78.8604038|-78.8609633|-78.8694517|-78.8749622|-78.8803056|-78.8840223|-78.8854283|-78.8863955|-78.8864875
64,Transit,Transportation,Durham,Simcoe Street Rapid Transit Corridor,Planning,Dec-23,"Construct a 10-kilometre north-south bus rapid transit corridor along Simcoe Street from Royal Street north to Highway 407, as well as purchase 8 buses and install new bus shelters.",Improved service reliability along the transit corridor. ,Durham,Central,,,,12635001,Yes,Yes,Yes,,,"43.9666231,0|43.9482176|43.9476365|43.9464646|43.9428602|43.9372812|43.9351376|43.9151374|43.9141896|43.9034263|43.8885455|43.8884236",-78.9043135|-78.8962558|-78.8956239|-78.8940541|-78.8886584|-78.8808214|-78.8798215|-78.8710989|-78.8709416|-78.8661301|-78.8593747|-78.8593632
65,Transit,Transportation,Durham,Hybrid Electric Buses,Planning,Dec-23,Purchase 11 hybrid electric buses.,"Reduced emissions and fuel costs while providing transit users with a modern, safe, and efficient transit system.",Durham,Central,,,,9900000,Yes,Yes,Yes,,,,
66,Transit,Transportation,Durham,Bus Stop Improvements ,Planning,Dec-23,Resurface unpaved bus stops and install accessible bus shelters with solar lighting.,"Improved accessibility, safety and comfort for transit users. ",Durham,Central,,,,9744000,Yes,Yes,Yes,,,,
67,Transit,Transportation,Durham,Bus Replacement,Planning,Dec-23,Purchase 13 40-foot buses equipped with fare payment collection technology.,"Provide transit users with a modern, safe and efficient fleet.",Durham,Central,,,,9405001,Yes,Yes,Yes,,,,
68,Transit,Transportation,Durham,Durham Region Transit Operations Building,Planning,Dec-23,"Construct a 7,500 square foot transit operations building that meets accessibility and energy efficiency standards. ",Higher quality public transit system.,Durham,Central,,,,5000000,Yes,Yes,Yes,,,,
69,Transit,Transportation,Durham,On-Demand Service Bus Replacement,Planning,Dec-24,Purchase 16 mini buses used for on-demand and specialized transit services.,"Provide a modern, safe and efficient transit fleet.",Durham,Central,,,,3172000,Yes,Yes,Yes,,,,
70,Transit,Transportation,Durham,Articulated Buses,Planning,2022,Purchase two articulated buses for the region's PULSE rapid transit fleet.,Increased capacity along the high-volume bus rapid transit corridor.,Durham,Central,,,,2250000,Yes,Yes,Yes,,,,
71,Transit,Transportation,Durham,Transit Operator Protective Shields,Planning,Dec-23,Install protective shields on the Durham public transit bus fleet.,Improved safety for operators and transit users.,Durham,Central,,,,1225001,Yes,Yes,Yes,,,,
72,Transit,Transportation,Durham,On-Board Destination Sign Upgrades,Planning,2022,Replace the on-board destination signs on the Durham Region Transit bus fleet with bigger and brighter signs with Wi-Fi enabled digital controls.,Improved accessibility and visibility of destinations for customers.,Durham,Central,,,,750000,Yes,Yes,Yes,,,,
73,Transit,Transportation,Durham,Advanced Fuel and Fluid Management System,Planning,2022,Install sensors that measure fuel and fluid consumption levels  on the fleet vehicles that will be tracked by a new central monitoring system.,Improved the performance of the bus fleet.,Durham,Central,,,,500000,Yes,Yes,Yes,,,,
74,Transit,Transportation,Durham,"Construction of Median BRT Lanes on Highway 2, City of Pickering",Planning,Dec-26,"Detailed design and construction of 7.5 km of dedicated median transit lanes, 20 median transit shelters/stops, and 7.5 km of dedicated off-road one-way bike lanes along Highway 2 through the City of Pickering. ",Improved capacity,Durham,Central,,,,114570000,Yes,Yes,Yes,,,,
75,Transit,Transportation,Durham,Rouge River Bridge Works,Under construction,Mid 2022,GO Expansion - Early Works,Rehabilitation of the Rouge River open deck bridge. ,Durham,Central,,,,0,,,,,https://www.blog.metrolinx.com/2021/09/17/historic-rouge-river-bridge-to-get-new-lease-on-life-in-the-name-of-go-transit-expansion/,43.79450496,-79.11819879
76,Transit,Transportation,East Gwillimbury,East Gwillimbury GO Station,Complete,To Be Determined,Existing station on the Barrie Line,,York,Central,,,Barrie GO Line,0,,,,,,44.078233,-79.453898
77,Transit,Transportation,Elliot Lake,Transit Expansion and Improvements,Planning,Jun-23,"Developing new transit routes and schedules to meet community transit needs, as well as planning the construction phase and asset purchases. This will include up to four new buses, the installation of up to 50 new bus shelters and 50 bus stops, as well as the rehabilitation of up to 75 existing bus stops and 25 existing bus shelters for improved safety and accessibility. ",Improved safety and accessibility. ,Algoma,Northeast,,,,937500,Yes,Yes,Yes,,,46.3862,-82.6509
78,Transit,Transportation,Greater Sudbury,Bus Fleet Replacement ,Planning,Dec-28,Purchase 53 low-floor 40-foot buses over eight years to replace the older vehicles in the fleet.,"Reduced maintenance costs while providing residents with a modern, safe, and reliable transit experience.",Sudbury,Northeast,,,,34419000,Yes,Yes,Yes,,,46.470435,-81.032324
79,Transit,Transportation,Greater Sudbury,Technological Improvements,Planning,Dec-25,Review transit technological requirements to improve the rider experience and ease of access to services.,Improved public transit system and enhanced convenience and accessibility for residents.,Sudbury,Northeast,,,,4987500,Yes,Yes,Yes,,,46.470435,-81.032324
80,Transit,Transportation,Greater Sudbury,Traffic Priority Signalling System,Planning,Mar-25,"Install new transportation management and communication technology in the bus fleet, and the replace traffic signal controllers at all intersections.",Safer and higher quality transit system for all passengers.,Sudbury,Northeast,,,,6611000,Yes,Yes,Yes,,,46.470435,-81.032324
81,Transit,Transportation,Greater Sudbury,Major Mobility Hubs,Planning,Dec-26,"Construct three major mobility hubs located in the centre, downtown and the south end of the city. ",Restructured transit system which will include rapid bus lines to support increased ridership and service needs.,Sudbury,Northeast,,,,27156250,Yes,Yes,Yes,,,46.494726,-80.987692
82,Transit,Transportation,Greater Sudbury,Transit Priority Improvements,Planning,Mar-27,"Introduce intersection improvements along three corridors with dedicated turn lanes for buses, passenger waiting areas and shelters, fare vending machines, passenger information signage,  and lighting.","Reduced bus travel times, increased transit ridership, and improved operational efficiency",Sudbury,Northeast,,,,26187500,Yes,Yes,Yes,,,46.494726,-80.987692
83,Transit,Transportation,Greenstone,Purchase of an 14-seat Accessible Bus,Complete,Jun-21,"This project involves the acquisition of a 14-seat accessible bus. With this vehicle, the Municipality of Greenstone will be able to increase services to seniors and expand the specialized transit system currently in place to include all wards within the Municipality to increase access to social & physical activities.","With this vehicle, the Municipality of Greenstone will be able to increase services to seniors and expand the specialized transit system currently in place to include all wards within the Municipality to increase access to social & physical activities.",Thunder Bay,Northwest,,,,0,Yes,Yes,Yes,,,49.7187,-86.5347
84,Transit,Transportation,Guelph,Guelph Central GO Station,Complete,To Be Determined,Existing station on the Kitchener line,,Wellington,Southwest,,,Kitchener GO Line,0,,,,,,43.544342,-80.246931
85,Transit,Transportation,Guelph,Route Expansions,Planning,Oct-27,"Purchase of 30 new, long-range electric battery buses over a period of 8 years.",Increased capacity of the existing public transit bus fleet,Wellington,Southwest,170 Watson Road South,N1C 1L1,,40950000,Yes,Yes,Yes,,,,
